Medición;Fecha;Estación_año;Año;Mes;Feriado;Día_semana;Día_laboral;Clima;Temperatura;Sensación_térmica;Humedad;Velocidad_viento;Usuarios_casuales;Usuarios_registrados;Ventas;Pib;Pib_cápita;Var_IPC_anual[%];Fecha
186;2011-07-05;3;0;7;0;2;1;1;30,6;34,8;59,0;8,5;1031,0;3634,0;4665,0;44011,0;4000,0;3,15;2011-07-05
187;2011-07-06;3;0;7;0;3;1;1;29,5;34,3;74,3;10,0;784,0;3845,0;4629,0;44011,0;4000,0;3,15;2011-07-06
188;2011-07-07;3;0;7;0;4;1;1;30,8;34,3;65,1;10,7;754,0;3838,0;4592,0;44011,0;4000,0;3,15;2011-07-07
189;2011-07-08;3;0;7;0;5;1;2;29,1;33,5;75,8;15,1;692,0;3348,0;4040,0;44011,0;4000,0;3,15;2011-07-08
190;2011-07-09;3;0;7;0;6;0;1;30,1;33,2;60,9;11,3;1988,0;3348,0;5336,0;44011,0;4000,0;3,15;2011-07-09
191;2011-07-10;3;0;7;0;0;0;1;30,6;34,5;57,8;12,3;1743,0;3138,0;4881,0;44011,0;4000,0;3,15;2011-07-10
192;2011-07-11;3;0;7;0;1;1;1;31,3;36,5;63,6;18,9;723,0;3363,0;4086,0;44011,0;4000,0;3,15;2011-07-11
193;2011-07-12;3;0;7;0;2;1;1;32,6;37,0;55,9;13,4;662,0;3596,0;4258,0;44011,0;4000,0;3,15;2011-07-12
194;2011-07-13;3;0;7;0;3;1;1;30,6;34,5;63,2;9,8;748,0;3594,0;4342,0;44011,0;4000,0;3,15;2011-07-13
195;2011-07-14;3;0;7;0;4;1;1;27,9;31,8;47,6;16,1;888,0;4196,0;5084,0;44011,0;4000,0;3,15;2011-07-14
196;2011-07-15;3;0;7;0;5;1;1;27,2;31,2;59,1;12,2;1318,0;4220,0;5538,0;44011,0;4000,0;3,15;2011-07-15
197;2011-07-16;3;0;7;0;6;0;1;28,2;31,9;58,5;14,0;2418,0;3505,0;5923,0;44011,0;4000,0;3,15;2011-07-16
198;2011-07-17;3;0;7;0;0;0;1;29,5;33,5;60,4;16,4;2006,0;3296,0;5302,0;44011,0;4000,0;3,15;2011-07-17
199;2011-07-18;3;0;7;0;1;1;1;30,6;35,2;65,1;14,5;841,0;3617,0;4458,0;44011,0;4000,0;3,15;2011-07-18
200;2011-07-19;3;0;7;0;2;1;1;31,8;37,4;65,0;8,8;752,0;3789,0;4541,0;44011,0;4000,0;3,15;2011-07-19
201;2011-07-20;3;0;7;0;3;1;1;31,5;37,3;70,7;7,6;644,0;3688,0;4332,0;44011,0;4000,0;3,15;2011-07-20
202;2011-07-21;3;0;7;0;4;1;2;33,4;41,3;69,1;14,9;632,0;3152,0;3784,0;44011,0;4000,0;3,15;2011-07-21
203;2011-07-22;3;0;7;0;5;1;1;34,8;42,0;58,0;8,9;562,0;2825,0;3387,0;44011,0;4000,0;3,15;2011-07-22
204;2011-07-23;3;0;7;0;6;0;1;34,8;40,2;50,0;8,8;987,0;2298,0;3285,0;44011,0;4000,0;3,15;2011-07-23
205;2011-07-24;3;0;7;0;0;0;1;34,0;39,7;55,1;11,3;1050,0;2556,0;3606,0;44011,0;4000,0;3,15;2011-07-24
206;2011-07-25;3;0;7;0;1;1;1;30,5;36,0;75,7;6,1;568,0;3272,0;3840,0;44011,0;4000,0;3,15;2011-07-25
207;2011-07-26;3;0;7;0;2;1;1;31,6;34,8;54,1;13,4;750,0;3840,0;4590,0;44011,0;4000,0;3,15;2011-07-26
208;2011-07-27;3;0;7;0;3;1;1;31,8;34,5;40,3;12,3;755,0;3901,0;4656,0;44011,0;4000,0;3,15;2011-07-27
209;2011-07-28;3;0;7;0;4;1;1;31,9;37,0;58,3;12,0;606,0;3784,0;4390,0;44011,0;4000,0;3,15;2011-07-28
210;2011-07-29;3;0;7;0;5;1;1;34,4;39,3;54,3;11,7;670,0;3176,0;3846,0;44011,0;4000,0;3,15;2011-07-29
211;2011-07-30;3;0;7;0;6;0;1;33,0;36,4;46,6;11,3;1559,0;2916,0;4475,0;44011,0;4000,0;3,15;2011-07-30
212;2011-07-31;3;0;7;0;0;0;1;33,0;36,5;48,1;11,0;1524,0;2778,0;4302,0;44011,0;4000,0;3,15;2011-07-31
213;2011-08-01;3;0;8;0;1;1;1;31,6;35,2;55,1;10,5;729,0;3537,0;4266,0;44011,0;4000,0;2,91;2011-08-01
214;2011-08-02;3;0;8;0;2;1;1;32,1;35,4;49,1;13,8;801,0;4044,0;4845,0;44011,0;4000,0;2,91;2011-08-02
215;2011-08-03;3;0;8;0;3;1;2;30,0;34,0;65,8;9,1;467,0;3107,0;3574,0;44011,0;4000,0;2,91;2011-08-03
216;2011-08-04;3;0;8;0;4;1;2;29,1;33,2;75,8;13,2;799,0;3777,0;4576,0;44011,0;4000,0;2,91;2011-08-04
217;2011-08-05;3;0;8;0;5;1;1;29,1;32,8;63,1;12,4;1023,0;3843,0;4866,0;44011,0;4000,0;2,91;2011-08-05
218;2011-08-06;3;0;8;0;6;0;2;29,4;33,8;75,5;15,3;1521,0;2773,0;4294,0;44011,0;4000,0;2,91;2011-08-06
219;2011-08-07;3;0;8;0;0;0;1;30,4;35,8;75,3;13,5;1298,0;2487,0;3785,0;44011,0;4000,0;2,91;2011-08-07
220;2011-08-08;3;0;8;0;1;1;1;31,4;35,2;59,2;12,9;846,0;3480,0;4326,0;44011,0;4000,0;2,91;2011-08-08
221;2011-08-09;3;0;8;0;2;1;1;31,8;36,2;57,0;10,1;907,0;3695,0;4602,0;44011,0;4000,0;2,91;2011-08-09
222;2011-08-10;3;0;8;0;3;1;1;31,4;34,2;42,4;13,4;884,0;3896,0;4780,0;44011,0;4000,0;2,91;2011-08-10
223;2011-08-11;3;0;8;0;4;1;1;29,4;32,6;42,4;11,0;812,0;3980,0;4792,0;44011,0;4000,0;2,91;2011-08-11
224;2011-08-12;3;0;8;0;5;1;1;29,0;32,7;41,5;8,4;1051,0;3854,0;4905,0;44011,0;4000,0;2,91;2011-08-12
225;2011-08-13;3;0;8;0;6;0;2;28,1;32,3;73,0;14,2;1504,0;2646,0;4150,0;44011,0;4000,0;2,91;2011-08-13
226;2011-08-14;3;0;8;0;0;0;2;27,7;31,2;81,8;14,9;1338,0;2482,0;3820,0;44011,0;4000,0;2,91;2011-08-14
227;2011-08-15;3;0;8;0;1;1;1;27,3;30,8;71,2;14,0;775,0;3563,0;4338,0;44011,0;4000,0;2,91;2011-08-15
228;2011-08-16;3;0;8;0;2;1;1;28,7;32,3;57,8;15,8;721,0;4004,0;4725,0;44011,0;4000,0;2,91;2011-08-16
229;2011-08-17;3;0;8;0;3;1;1;29,7;33,3;57,5;9,6;668,0;4026,0;4694,0;44011,0;4000,0;2,91;2011-08-17
230;2011-08-18;3;0;8;0;4;1;1;29,2;33,1;65,5;15,6;639,0;3166,0;3805,0;44011,0;4000,0;2,91;2011-08-18
231;2011-08-19;3;0;8;0;5;1;2;28,1;31,7;72,3;9,3;797,0;3356,0;4153,0;44011,0;4000,0;2,91;2011-08-19
232;2011-08-20;3;0;8;0;6;0;1;28,6;32,4;67,4;7,0;1914,0;3277,0;5191,0;44011,0;4000,0;2,91;2011-08-20
233;2011-08-21;3;0;8;0;0;0;1;29,1;33,8;77,0;16,7;1249,0;2624,0;3873,0;44011,0;4000,0;2,91;2011-08-21
234;2011-08-22;3;0;8;0;1;1;1;28,4;31,9;47,0;18,5;833,0;3925,0;4758,0;44011,0;4000,0;2,91;2011-08-22
235;2011-08-23;3;0;8;0;2;1;1;26,3;30,3;45,5;9,8;1281,0;4614,0;5895,0;44011,0;4000,0;2,91;2011-08-23
236;2011-08-24;3;0;8;0;3;1;1;27,6;31,5;60,5;17,0;949,0;4181,0;5130,0;44011,0;4000,0;2,91;2011-08-24
237;2011-08-25;3;0;8;0;4;1;2;28,1;32,3;77,2;14,1;435,0;3107,0;3542,0;44011,0;4000,0;2,91;2011-08-25
238;2011-08-26;3;0;8;0;5;1;1;28,7;33,0;76,1;5,6;768,0;3893,0;4661,0;44011,0;4000,0;2,91;2011-08-26
239;2011-08-27;3;0;8;0;6;0;2;27,9;31,8;85,0;25,2;226,0;889,0;1115,0;44011,0;4000,0;2,91;2011-08-27
240;2011-08-28;3;0;8;0;0;0;1;29,0;32,4;56,2;20,4;1415,0;2919,0;4334,0;44011,0;4000,0;2,91;2011-08-28
241;2011-08-29;3;0;8;0;1;1;1;26,1;30,4;55,5;10,7;729,0;3905,0;4634,0;44011,0;4000,0;2,91;2011-08-29
242;2011-08-30;3;0;8;0;2;1;1;26,2;29,7;54,8;8,4;775,0;4429,0;5204,0;44011,0;4000,0;2,91;2011-08-30
243;2011-08-31;3;0;8;0;3;1;1;26,9;30,6;59,8;5,6;688,0;4370,0;5058,0;44011,0;4000,0;2,91;2011-08-31
244;2011-09-01;3;0;9;0;4;1;1;26,9;30,7;63,9;9,5;783,0;4332,0;5115,0;44011,0;4000,0;3,56;2011-09-01
245;2011-09-02;3;0;9;0;5;1;2;26,4;30,2;72,7;9,4;875,0;3852,0;4727,0;44011,0;4000,0;3,56;2011-09-02
246;2011-09-03;3;0;9;0;6;0;1;27,4;31,7;71,7;12,4;1935,0;2549,0;4484,0;44011,0;4000,0;3,56;2011-09-03
247;2011-09-04;3;0;9;0;0;0;1;29,1;33,3;74,2;13,8;2521,0;2419,0;4940,0;44011,0;4000,0;3,56;2011-09-04
248;2011-09-05;3;0;9;1;1;0;2;27,6;31,3;79,0;14,3;1236,0;2115,0;3351,0;44011,0;4000,0;3,56;2011-09-05
249;2011-09-06;3;0;9;0;2;1;3;22,1;25,8;88,7;23,0;204,0;2506,0;2710,0;44011,0;4000,0;3,56;2011-09-06
250;2011-09-07;3;0;9;0;3;1;3;24,6;27,2;91,7;6,5;118,0;1878,0;1996,0;44011,0;4000,0;3,56;2011-09-07
251;2011-09-08;3;0;9;0;4;1;3;26,0;27,8;94,0;12,9;153,0;1689,0;1842,0;44011,0;4000,0;3,56;2011-09-08
252;2011-09-09;3;0;9;0;5;1;2;26,7;28,9;89,8;8,3;417,0;3127,0;3544,0;44011,0;4000,0;3,56;2011-09-09
253;2011-09-10;3;0;9;0;6;0;1;27,1;30,4;75,4;10,3;1750,0;3595,0;5345,0;44011,0;4000,0;3,56;2011-09-10
254;2011-09-11;3;0;9;0;0;0;1;26,8;30,5;71,4;7,7;1633,0;3413,0;5046,0;44011,0;4000,0;3,56;2011-09-11
255;2011-09-12;3;0;9;0;1;1;1;26,4;30,1;69,2;6,0;690,0;4023,0;4713,0;44011,0;4000,0;3,56;2011-09-12
256;2011-09-13;3;0;9;0;2;1;1;26,7;30,2;71,3;9,5;701,0;4062,0;4763,0;44011,0;4000,0;3,56;2011-09-13
257;2011-09-14;3;0;9;0;3;1;1;27,6;31,3;69,7;11,2;647,0;4138,0;4785,0;44011,0;4000,0;3,56;2011-09-14
258;2011-09-15;3;0;9;0;4;1;2;23,7;27,7;70,9;18,2;428,0;3231,0;3659,0;44011,0;4000,0;3,56;2011-09-15
259;2011-09-16;3;0;9;0;5;1;2;19,2;23,1;59,0;11,0;742,0;4018,0;4760,0;44011,0;4000,0;3,56;2011-09-16
260;2011-09-17;3;0;9;0;6;0;2;20,2;23,9;71,8;12,7;1434,0;3077,0;4511,0;44011,0;4000,0;3,56;2011-09-17
261;2011-09-18;3;0;9;0;0;0;1;20,8;24,5;69,5;12,0;1353,0;2921,0;4274,0;44011,0;4000,0;3,56;2011-09-18
262;2011-09-19;3;0;9;0;1;1;2;22,5;26,5;69,0;10,2;691,0;3848,0;4539,0;44011,0;4000,0;3,56;2011-09-19
263;2011-09-20;3;0;9;0;2;1;2;23,0;26,6;88,1;9,0;438,0;3203,0;3641,0;44011,0;4000,0;3,56;2011-09-20
264;2011-09-21;3;0;9;0;3;1;2;24,4;27,5;90,0;6,5;539,0;3813,0;4352,0;44011,0;4000,0;3,56;2011-09-21
265;2011-09-22;3;0;9;0;4;1;2;25,8;27,7;90,2;8,6;555,0;4240,0;4795,0;44011,0;4000,0;3,56;2011-09-22
266;2011-09-23;4;0;9;0;5;1;2;25,0;26,1;97,3;5,3;258,0;2137,0;2395,0;44011,0;4000,0;3,56;2011-09-23
267;2011-09-24;4;0;9;0;6;0;2;24,9;28,2;86,3;5,3;1776,0;3647,0;5423,0;44011,0;4000,0;3,56;2011-09-24
268;2011-09-25;4;0;9;0;0;0;2;26,0;28,6;84,5;3,4;1544,0;3466,0;5010,0;44011,0;4000,0;3,56;2011-09-25
269;2011-09-26;4;0;9;0;1;1;2;26,6;29,5;84,8;7,4;684,0;3946,0;4630,0;44011,0;4000,0;3,56;2011-09-26
270;2011-09-27;4;0;9;0;2;1;2;26,1;28,7;88,5;7,9;477,0;3643,0;4120,0;44011,0;4000,0;3,56;2011-09-27
271;2011-09-28;4;0;9;0;3;1;2;26,0;28,8;84,9;10,0;480,0;3427,0;3907,0;44011,0;4000,0;3,56;2011-09-28
272;2011-09-29;4;0;9;0;4;1;1;25,3;28,7;69,9;11,6;653,0;4186,0;4839,0;44011,0;4000,0;3,56;2011-09-29
273;2011-09-30;4;0;9;0;5;1;1;23,1;27,2;64,8;13,8;830,0;4372,0;5202,0;44011,0;4000,0;3,56;2011-09-30
274;2011-10-01;4;0;10;0;6;0;2;16,8;20,6;75,4;19,6;480,0;1949,0;2429,0;44238,0;4000,0;4,20;2011-10-01
275;2011-10-02;4;0;10;0;0;0;2;14,6;17,3;79,2;14,9;616,0;2302,0;2918,0;44238,0;4000,0;4,20;2011-10-02
276;2011-10-03;4;0;10;0;1;1;2;15,8;19,6;76,1;5,6;330,0;3240,0;3570,0;44238,0;4000,0;4,20;2011-10-03
277;2011-10-04;4;0;10;0;2;1;1;19,9;23,6;71,0;13,8;486,0;3970,0;4456,0;44238,0;4000,0;4,20;2011-10-04
278;2011-10-05;4;0;10;0;3;1;1;22,1;26,4;64,8;11,9;559,0;4267,0;4826,0;44238,0;4000,0;4,20;2011-10-05
279;2011-10-06;4;0;10;0;4;1;1;20,3;24,0;62,1;9,0;639,0;4126,0;4765,0;44238,0;4000,0;4,20;2011-10-06
280;2011-10-07;4;0;10;0;5;1;1;20,9;25,2;68,4;1,5;949,0;4036,0;4985,0;44238,0;4000,0;4,20;2011-10-07
281;2011-10-08;4;0;10;0;6;0;1;21,4;25,7;70,1;3,0;2235,0;3174,0;5409,0;44238,0;4000,0;4,20;2011-10-08
282;2011-10-09;4;0;10;0;0;0;1;22,2;26,2;72,8;4,3;2397,0;3114,0;5511,0;44238,0;4000,0;4,20;2011-10-09
283;2011-10-10;4;0;10;1;1;0;1;23,4;27,1;73,4;2,8;1514,0;3603,0;5117,0;44238,0;4000,0;4,20;2011-10-10
284;2011-10-11;4;0;10;0;2;1;2;23,2;27,3;80,9;9,6;667,0;3896,0;4563,0;44238,0;4000,0;4,20;2011-10-11
285;2011-10-12;4;0;10;0;3;1;3;22,3;25,9;90,6;16,6;217,0;2199,0;2416,0;44238,0;4000,0;4,20;2011-10-12
286;2011-10-13;4;0;10;0;4;1;2;24,2;27,6;89,7;9,5;290,0;2623,0;2913,0;44238,0;4000,0;4,20;2011-10-13
287;2011-10-14;4;0;10;0;5;1;2;22,6;26,5;71,6;15,0;529,0;3115,0;3644,0;44238,0;4000,0;4,20;2011-10-14
288;2011-10-15;4;0;10;0;6;0;1;20,8;24,9;48,3;17,3;1899,0;3318,0;5217,0;44238,0;4000,0;4,20;2011-10-15
289;2011-10-16;4;0;10;0;0;0;1;21,0;25,2;48,7;18,9;1748,0;3293,0;5041,0;44238,0;4000,0;4,20;2011-10-16
290;2011-10-17;4;0;10;0;1;1;1;21,9;25,5;58,0;11,8;713,0;3857,0;4570,0;44238,0;4000,0;4,20;2011-10-17
291;2011-10-18;4;0;10;0;2;1;2;21,8;26,1;70,2;7,4;637,0;4111,0;4748,0;44238,0;4000,0;4,20;2011-10-18
292;2011-10-19;4;0;10;0;3;1;3;22,2;25,7;89,5;16,3;254,0;2170,0;2424,0;44238,0;4000,0;4,20;2011-10-19
293;2011-10-20;4;0;10;0;4;1;1;19,5;23,3;63,6;28,3;471,0;3724,0;4195,0;44238,0;4000,0;4,20;2011-10-20
294;2011-10-21;4;0;10;0;5;1;1;17,5;21,2;57,4;14,8;676,0;3628,0;4304,0;44238,0;4000,0;4,20;2011-10-21
295;2011-10-22;4;0;10;0;6;0;1;17,3;21,3;62,9;6,2;1499,0;2809,0;4308,0;44238,0;4000,0;4,20;2011-10-22
296;2011-10-23;4;0;10;0;0;0;1;17,3;21,1;74,1;6,7;1619,0;2762,0;4381,0;44238,0;4000,0;4,20;2011-10-23
297;2011-10-24;4;0;10;0;1;1;1;19,0;22,9;77,2;8,0;699,0;3488,0;4187,0;44238,0;4000,0;4,20;2011-10-24
298;2011-10-25;4;0;10;0;2;1;1;19,3;23,2;62,3;11,2;695,0;3992,0;4687,0;44238,0;4000,0;4,20;2011-10-25
299;2011-10-26;4;0;10;0;3;1;2;19,9;23,6;72,0;10,0;404,0;3490,0;3894,0;44238,0;4000,0;4,20;2011-10-26
300;2011-10-27;4;0;10;0;4;1;2;19,3;22,9;81,3;13,3;240,0;2419,0;2659,0;44238,0;4000,0;4,20;2011-10-27
301;2011-10-28;4;0;10;0;5;1;2;13,6;15,9;58,6;15,4;456,0;3291,0;3747,0;44238,0;4000,0;4,20;2011-10-28
302;2011-10-29;4;0;10;0;6;0;3;10,4;11,4;88,3;23,5;57,0;570,0;627,0;44238,0;4000,0;4,20;2011-10-29
303;2011-10-30;4;0;10;0;0;0;1;13,1;16,1;62,4;11,8;885,0;2446,0;3331,0;44238,0;4000,0;4,20;2011-10-30
304;2011-10-31;4;0;10;0;1;1;1;13,9;17,8;70,3;7,1;362,0;3307,0;3669,0;44238,0;4000,0;4,20;2011-10-31
305;2011-11-01;4;0;11;0;2;1;1;16,4;19,9;68,4;9,1;410,0;3658,0;4068,0;44238,0;4000,0;3,93;2011-11-01
306;2011-11-02;4;0;11;0;3;1;1;15,5;19,5;71,9;5,5;370,0;3816,0;4186,0;44238,0;4000,0;3,93;2011-11-02
307;2011-11-03;4;0;11;0;4;1;1;16,7;20,3;70,2;9,2;318,0;3656,0;3974,0;44238,0;4000,0;3,93;2011-11-03
308;2011-11-04;4;0;11;0;5;1;2;16,5;20,2;62,3;18,2;470,0;3576,0;4046,0;44238,0;4000,0;3,93;2011-11-04
309;2011-11-05;4;0;11;0;6;0;1;13,4;16,2;51,9;12,7;1156,0;2770,0;3926,0;44238,0;4000,0;3,93;2011-11-05
310;2011-11-06;4;0;11;0;0;0;1;14,3;18,1;73,5;6,2;952,0;2697,0;3649,0;44238,0;4000,0;3,93;2011-11-06
311;2011-11-07;4;0;11;0;1;1;1;16,2;20,0;75,9;3,8;373,0;3662,0;4035,0;44238,0;4000,0;3,93;2011-11-07
312;2011-11-08;4;0;11;0;2;1;1;16,7;20,6;72,2;4,6;376,0;3829,0;4205,0;44238,0;4000,0;3,93;2011-11-08
313;2011-11-09;4;0;11;0;3;1;1;16,4;20,5;75,8;4,2;305,0;3804,0;4109,0;44238,0;4000,0;3,93;2011-11-09
314;2011-11-10;4;0;11;0;4;1;2;15,6;18,7;81,3;12,7;190,0;2743,0;2933,0;44238,0;4000,0;3,93;2011-11-10
315;2011-11-11;4;0;11;1;5;0;1;13,3;15,3;44,6;21,1;440,0;2928,0;3368,0;44238,0;4000,0;3,93;2011-11-11
316;2011-11-12;4;0;11;0;6;0;1;14,6;17,9;55,3;14,2;1275,0;2792,0;4067,0;44238,0;4000,0;3,93;2011-11-12
317;2011-11-13;4;0;11;0;0;0;1;18,1;21,5;45,8;18,9;1004,0;2713,0;3717,0;44238,0;4000,0;3,93;2011-11-13
318;2011-11-14;4;0;11;0;1;1;1;21,7;26,2;58,7;20,5;595,0;3891,0;4486,0;44238,0;4000,0;3,93;2011-11-14
319;2011-11-15;4;0;11;0;2;1;2;21,7;25,4;68,9;13,4;449,0;3746,0;4195,0;44238,0;4000,0;3,93;2011-11-15
320;2011-11-16;4;0;11;0;3;1;3;18,7;22,6;93,0;9,2;145,0;1672,0;1817,0;44238,0;4000,0;3,93;2011-11-16
321;2011-11-17;4;0;11;0;4;1;2;14,0;16,2;57,6;20,5;139,0;2914,0;3053,0;44238,0;4000,0;3,93;2011-11-17
322;2011-11-18;4;0;11;0;5;1;1;11,2;13,6;41,0;11,3;245,0;3147,0;3392,0;44238,0;4000,0;3,93;2011-11-18
323;2011-11-19;4;0;11;0;6;0;1;13,5;16,2;50,2;15,0;943,0;2720,0;3663,0;44238,0;4000,0;3,93;2011-11-19
324;2011-11-20;4;0;11;0;0;0;2;19,0;22,9;68,5;12,5;787,0;2733,0;3520,0;44238,0;4000,0;3,93;2011-11-20
325;2011-11-21;4;0;11;0;1;1;3;18,3;22,3;91,0;9,2;220,0;2545,0;2765,0;44238,0;4000,0;3,93;2011-11-21
326;2011-11-22;4;0;11;0;2;1;3;17,1;21,1;96,3;8,0;69,0;1538,0;1607,0;44238,0;4000,0;3,93;2011-11-22
327;2011-11-23;4;0;11;0;3;1;2;18,1;21,5;75,8;22,5;112,0;2454,0;2566,0;44238,0;4000,0;3,93;2011-11-23
328;2011-11-24;4;0;11;1;4;0;1;15,3;18,6;54,9;11,2;560,0;935,0;1495,0;44238,0;4000,0;3,93;2011-11-24
329;2011-11-25;4;0;11;0;5;1;1;15,4;19,0;64,4;6,6;1095,0;1697,0;2792,0;44238,0;4000,0;3,93;2011-11-25
330;2011-11-26;4;0;11;0;6;0;1;15,4;19,3;68,2;4,6;1249,0;1819,0;3068,0;44238,0;4000,0;3,93;2011-11-26
331;2011-11-27;4;0;11;0;0;0;1;18,8;22,8;69,8;14,0;810,0;2261,0;3071,0;44238,0;4000,0;3,93;2011-11-27
332;2011-11-28;4;0;11;0;1;1;1;20,6;24,5;74,3;9,5;253,0;3614,0;3867,0;44238,0;4000,0;3,93;2011-11-28
333;2011-11-29;4;0;11;0;2;1;2;18,8;22,6;83,1;17,3;96,0;2818,0;2914,0;44238,0;4000,0;3,93;2011-11-29
334;2011-11-30;4;0;11;0;3;1;1;13,3;15,6;61,3;18,2;188,0;3425,0;3613,0;44238,0;4000,0;3,93;2011-11-30
335;2011-12-01;4;0;12;0;4;1;1;12,8;15,3;52,5;14,8;182,0;3545,0;3727,0;44238,0;4000,0;3,61;2011-12-01
336;2011-12-02;4;0;12;0;5;1;1;12,9;16,6;62,6;6,8;268,0;3672,0;3940,0;44238,0;4000,0;3,61;2011-12-02
337;2011-12-03;4;0;12;0;6;0;1;12,3;15,5;61,3;6,4;706,0;2908,0;3614,0;44238,0;4000,0;3,61;2011-12-03
338;2011-12-04;4;0;12;0;0;0;1;13,6;17,5;77,6;5,6;634,0;2851,0;3485,0;44238,0;4000,0;3,61;2011-12-04
339;2011-12-05;4;0;12;0;1;1;2;15,8;19,7;82,7;4,2;233,0;3578,0;3811,0;44238,0;4000,0;3,61;2011-12-05
340;2011-12-06;4;0;12;0;2;1;3;19,0;22,8;95,0;15,6;126,0;2468,0;2594,0;44238,0;4000,0;3,61;2011-12-06
341;2011-12-07;4;0;12;0;3;1;3;16,8;20,0;97,0;17,8;50,0;655,0;705,0;44238,0;4000,0;3,61;2011-12-07
342;2011-12-08;4;0;12;0;4;1;1;10,9;12,8;58,0;16,1;150,0;3172,0;3322,0;44238,0;4000,0;3,61;2011-12-08
343;2011-12-09;4;0;12;0;5;1;1;11,9;15,9;69,6;5,5;261,0;3359,0;3620,0;44238,0;4000,0;3,61;2011-12-09
344;2011-12-10;4;0;12;0;6;0;1;11,3;13,3;50,8;15,6;502,0;2688,0;3190,0;44238,0;4000,0;3,61;2011-12-10
345;2011-12-11;4;0;12;0;0;0;1;9,1;12,7;49,0;4,5;377,0;2366,0;2743,0;44238,0;4000,0;3,61;2011-12-11
346;2011-12-12;4;0;12;0;1;1;1;9,8;13,5;67,1;4,3;143,0;3167,0;3310,0;44238,0;4000,0;3,61;2011-12-12
347;2011-12-13;4;0;12;0;2;1;1;11,6;15,1;59,0;9,4;155,0;3368,0;3523,0;44238,0;4000,0;3,61;2011-12-13
348;2011-12-14;4;0;12;0;3;1;2;13,0;16,9;66,4;4,1;178,0;3562,0;3740,0;44238,0;4000,0;3,61;2011-12-14
349;2011-12-15;4;0;12;0;4;1;2;17,3;20,6;63,4;18,0;181,0;3528,0;3709,0;44238,0;4000,0;3,61;2011-12-15
350;2011-12-16;4;0;12;0;5;1;2;15,4;18,0;50,0;17,5;178,0;3399,0;3577,0;44238,0;4000,0;3,61;2011-12-16
351;2011-12-17;4;0;12;0;6;0;2;10,6;12,5;56,1;16,3;275,0;2464,0;2739,0;44238,0;4000,0;3,61;2011-12-17
352;2011-12-18;4;0;12;0;0;0;1;9,8;12,3;58,6;11,4;220,0;2211,0;2431,0;44238,0;4000,0;3,61;2011-12-18
353;2011-12-19;4;0;12;0;1;1;1;11,3;14,0;63,8;11,6;260,0;3143,0;3403,0;44238,0;4000,0;3,61;2011-12-19
354;2011-12-20;4;0;12;0;2;1;2;15,8;19,8;59,5;4,1;216,0;3534,0;3750,0;44238,0;4000,0;3,61;2011-12-20
355;2011-12-21;1;0;12;0;3;1;2;17,6;21,4;85,8;14,8;107,0;2553,0;2660,0;44238,0;4000,0;3,61;2011-12-21
356;2011-12-22;1;0;12;0;4;1;2;17,4;21,3;75,8;3,2;227,0;2841,0;3068,0;44238,0;4000,0;3,61;2011-12-22
357;2011-12-23;1;0;12;0;5;1;1;15,3;18,9;68,6;18,4;163,0;2046,0;2209,0;44238,0;4000,0;3,61;2011-12-23
358;2011-12-24;1;0;12;0;6;0;1;12,4;15,0;54,3;12,8;155,0;856,0;1011,0;44238,0;4000,0;3,61;2011-12-24
359;2011-12-25;1;0;12;0;0;0;1;11,3;14,0;68,1;10,4;303,0;451,0;754,0;44238,0;4000,0;3,61;2011-12-25
360;2011-12-26;1;0;12;1;1;0;1;13,2;15,8;50,7;16,0;430,0;887,0;1317,0;44238,0;4000,0;3,61;2011-12-26
361;2011-12-27;1;0;12;0;2;1;2;13,3;16,4;76,3;12,6;103,0;1059,0;1162,0;44238,0;4000,0;3,61;2011-12-27
362;2011-12-28;1;0;12;0;3;1;1;12,3;14,0;50,4;19,7;255,0;2047,0;2302,0;44238,0;4000,0;3,61;2011-12-28
363;2011-12-29;1;0;12;0;4;1;1;10,2;13,2;57,4;8,0;254,0;2169,0;2423,0;44238,0;4000,0;3,61;2011-12-29
364;2011-12-30;1;0;12;0;5;1;1;12,8;15,9;63,7;9,0;491,0;2508,0;2999,0;44238,0;4000,0;3,61;2011-12-30
365;2011-12-31;1;0;12;0;6;0;1;16,8;20,7;61,6;14,8;665,0;1820,0;2485,0;44238,0;4000,0;3,61;2011-12-31
366;2012-01-01;1;1;1;0;0;0;1;15,2;18,8;69,3;12,9;686,0;1608,0;2294,0;42751,0;4000,0;3,51;2012-01-01
367;2012-01-02;1;1;1;1;1;0;1;11,2;12,6;38,1;22,1;244,0;1707,0;1951,0;42751,0;4000,0;3,51;2012-01-02
368;2012-01-03;1;1;1;0;2;1;1;6,2;6,3;44,1;24,5;89,0;2147,0;2236,0;42751,0;4000,0;3,51;2012-01-03
369;2012-01-04;1;1;1;0;3;1;2;4,4;6,0;41,5;12,4;95,0;2273,0;2368,0;42751,0;4000,0;3,51;2012-01-04
370;2012-01-05;1;1;1;0;4;1;1;10,9;13,9;52,4;8,7;140,0;3132,0;3272,0;42751,0;4000,0;3,51;2012-01-05
371;2012-01-06;1;1;1;0;5;1;1;13,7;17,0;54,2;11,2;307,0;3791,0;4098,0;42751,0;4000,0;3,51;2012-01-06
372;2012-01-07;1;1;1;0;6;0;1;16,1;19,5;53,2;11,7;1070,0;3451,0;4521,0;42751,0;4000,0;3,51;2012-01-07
